Month,Day of Week,Portion of Day,Purpose,Start Location Type,End Location Type,Total Commutes
April,Tuesday,Morning,Going Back to Home,Pub,Home,469
April,Tuesday,Morning,Going Back to Home,Restaurant,Home,13
April,Tuesday,Afternoon,Going Back to Home,Pub,Home,74
April,Tuesday,Afternoon,Eating,Work,Restaurant,2669
April,Tuesday,Afternoon,Eating,Home,Restaurant,34
April,Tuesday,Afternoon,Eating,Pub,Restaurant,9
April,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,32
April,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,2649
April,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,8
April,Tuesday,Afternoon,Recreation (Social Gathering),Home,Pub,69
April,Tuesday,Evening,Going Back to Home,Pub,Home,213
April,Tuesday,Evening,Eating,Work,Restaurant,1772
April,Tuesday,Evening,Eating,Home,Restaurant,705
April,Tuesday,Evening,Eating,Pub,Restaurant,110
April,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Home,486
April,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Pub,58
April,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Work,2222
April,Tuesday,Evening,Work/Home Commute,Work,Home,6658
April,Tuesday,Evening,Recreation (Social Gathering),Home,Pub,1203
April,Tuesday,Night,Going Back to Home,Pub,Home,2782
April,Tuesday,Night,Going Back to Home,Restaurant,Home,102
April,Tuesday,Night,Coming Back From Restaurant,Restaurant,Pub,354
April,Tuesday,Night,Coming Back From Restaurant,Restaurant,Home,1209
April,Tuesday,Night,Coming Back From Restaurant,Restaurant,Work,5
April,Tuesday,Night,Eating,Home,Restaurant,1070
April,Tuesday,Night,Eating,Pub,Restaurant,328
April,Tuesday,Night,Recreation (Social Gathering),Home,Pub,2022
April,Tuesday,Night,Work/Home Commute,Work,Home,22
April,Wednesday,Morning,Recreation (Social Gathering),Home,Pub,230
April,Wednesday,Morning,Eating,Home,Restaurant,209
April,Wednesday,Morning,Eating,Work,Restaurant,803
April,Wednesday,Morning,Eating,Pub,Restaurant,18
April,Wednesday,Morning,Going Back to Home,Pub,Home,423
April,Wednesday,Morning,Going Back to Home,Restaurant,Home,20
April,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Home,208
April,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Work,372
April,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Pub,5
April,Wednesday,Morning,Work/Home Commute,Home,Work,6664
April,Wednesday,Afternoon,Eating,Work,Restaurant,2681
April,Wednesday,Afternoon,Eating,Home,Restaurant,38
April,Wednesday,Afternoon,Eating,Pub,Restaurant,7
April,Wednesday,Afternoon,Going Back to Home,Pub,Home,72
April,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,16
April,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,2632
April,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,35
April,Wednesday,Afternoon,Recreation (Social Gathering),Home,Pub,65
April,Wednesday,Evening,Eating,Work,Restaurant,1779
April,Wednesday,Evening,Eating,Home,Restaurant,683
April,Wednesday,Evening,Eating,Pub,Restaurant,116
April,Wednesday,Evening,Going Back to Home,Pub,Home,216
April,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Home,472
April,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Work,2257
April,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Pub,58
April,Wednesday,Evening,Recreation (Social Gathering),Home,Pub,1250
April,Wednesday,Evening,Work/Home Commute,Work,Home,6644
April,Wednesday,Night,Going Back to Home,Pub,Home,2941
April,Wednesday,Night,Going Back to Home,Restaurant,Home,97
April,Wednesday,Night,Coming Back From Restaurant,Restaurant,Home,1205
April,Wednesday,Night,Coming Back From Restaurant,Restaurant,Pub,378
April,Wednesday,Night,Coming Back From Restaurant,Restaurant,Work,2
April,Wednesday,Night,Eating,Home,Restaurant,1076
April,Wednesday,Night,Eating,Pub,Restaurant,349
April,Wednesday,Night,Recreation (Social Gathering),Home,Pub,2124
April,Wednesday,Night,Work/Home Commute,Work,Home,20
April,Thursday,Morning,Coming Back From Restaurant,Restaurant,Pub,14
April,Thursday,Morning,Coming Back From Restaurant,Restaurant,Home,186
April,Thursday,Morning,Coming Back From Restaurant,Restaurant,Work,390
April,Thursday,Morning,Recreation (Social Gathering),Home,Pub,251
April,Thursday,Morning,Eating,Home,Restaurant,188
April,Thursday,Morning,Eating,Work,Restaurant,818
April,Thursday,Morning,Eating,Pub,Restaurant,18
April,Thursday,Morning,Going Back to Home,Pub,Home,426
April,Thursday,Morning,Going Back to Home,Restaurant,Home,14
April,Thursday,Morning,Work/Home Commute,Home,Work,6736
April,Thursday,Afternoon,Going Back to Home,Pub,Home,72
April,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Home,42
April,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,14
April,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Work,2620
April,Thursday,Afternoon,Eating,Work,Restaurant,2663
April,Thursday,Afternoon,Eating,Home,Restaurant,45
April,Thursday,Afternoon,Eating,Pub,Restaurant,16
April,Thursday,Afternoon,Recreation (Social Gathering),Home,Pub,71
April,Thursday,Evening,Eating,Work,Restaurant,1807
April,Thursday,Evening,Eating,Home,Restaurant,675
April,Thursday,Evening,Eating,Pub,Restaurant,110
April,Thursday,Evening,Going Back to Home,Pub,Home,249
April,Thursday,Evening,Coming Back From Restaurant,Restaurant,Pub,65
April,Thursday,Evening,Coming Back From Restaurant,Restaurant,Home,434
April,Thursday,Evening,Coming Back From Restaurant,Restaurant,Work,2273
April,Thursday,Evening,Work/Home Commute,Work,Home,6714
April,Thursday,Evening,Recreation (Social Gathering),Home,Pub,1450
April,Thursday,Night,Work/Home Commute,Work,Home,22
April,Thursday,Night,Going Back to Home,Pub,Home,3416
April,Thursday,Night,Going Back to Home,Restaurant,Home,89
April,Thursday,Night,Coming Back From Restaurant,Restaurant,Home,1193
April,Thursday,Night,Coming Back From Restaurant,Restaurant,Pub,443
April,Thursday,Night,Coming Back From Restaurant,Restaurant,Work,5
April,Thursday,Night,Eating,Home,Restaurant,1013
April,Thursday,Night,Eating,Pub,Restaurant,424
April,Thursday,Night,Recreation (Social Gathering),Home,Pub,2473
May,Sunday,Morning,Eating,Home,Restaurant,3576
May,Sunday,Morning,Eating,Work,Restaurant,114
May,Sunday,Morning,Eating,Pub,Restaurant,66
May,Sunday,Morning,Recreation (Social Gathering),Home,Pub,3615
May,Sunday,Morning,Coming Back From Restaurant,Restaurant,Home,3333
May,Sunday,Morning,Coming Back From Restaurant,Restaurant,Pub,28
May,Sunday,Morning,Coming Back From Restaurant,Restaurant,Work,79
May,Sunday,Morning,Going Back to Home,Pub,Home,2646
May,Sunday,Morning,Going Back to Home,Restaurant,Home,153
May,Sunday,Morning,Work/Home Commute,Home,Work,832
May,Sunday,Afternoon,Going Back to Home,Pub,Home,1126
May,Sunday,Afternoon,Recreation (Social Gathering),Home,Pub,1083
May,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,213
May,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Home,737
May,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Work,267
May,Sunday,Afternoon,Eating,Work,Restaurant,304
May,Sunday,Afternoon,Eating,Home,Restaurant,880
May,Sunday,Afternoon,Eating,Pub,Restaurant,260
May,Sunday,Evening,Going Back to Home,Pub,Home,2234
May,Sunday,Evening,Recreation (Social Gathering),Home,Pub,2368
May,Sunday,Evening,Coming Back From Restaurant,Restaurant,Home,1390
May,Sunday,Evening,Coming Back From Restaurant,Restaurant,Pub,369
May,Sunday,Evening,Coming Back From Restaurant,Restaurant,Work,276
May,Sunday,Evening,Eating,Work,Restaurant,204
May,Sunday,Evening,Eating,Home,Restaurant,1315
May,Sunday,Evening,Eating,Pub,Restaurant,320
May,Sunday,Evening,Work/Home Commute,Work,Home,823
May,Sunday,Night,Going Back to Home,Pub,Home,3455
May,Sunday,Night,Going Back to Home,Restaurant,Home,80
May,Sunday,Night,Eating,Pub,Restaurant,357
May,Sunday,Night,Eating,Home,Restaurant,988
May,Sunday,Night,Coming Back From Restaurant,Restaurant,Home,1108
May,Sunday,Night,Coming Back From Restaurant,Restaurant,Pub,363
May,Sunday,Night,Recreation (Social Gathering),Home,Pub,2399
May,Sunday,Night,Work/Home Commute,Work,Home,9
May,Monday,Morning,Eating,Home,Restaurant,225
May,Monday,Morning,Eating,Work,Restaurant,976
May,Monday,Morning,Recreation (Social Gathering),Home,Pub,233
May,Monday,Morning,Coming Back From Restaurant,Restaurant,Home,218
May,Monday,Morning,Coming Back From Restaurant,Restaurant,Work,499
May,Monday,Morning,Coming Back From Restaurant,Restaurant,Pub,6
May,Monday,Morning,Work/Home Commute,Home,Work,7506
May,Monday,Morning,Going Back to Home,Pub,Home,483
May,Monday,Morning,Going Back to Home,Restaurant,Home,23
May,Monday,Afternoon,Eating,Work,Restaurant,2965
May,Monday,Afternoon,Eating,Home,Restaurant,50
May,Monday,Afternoon,Eating,Pub,Restaurant,28
May,Monday,Afternoon,Recreation (Social Gathering),Home,Pub,70
May,Monday,Afternoon,Going Back to Home,Pub,Home,66
May,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Home,37
May,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,22
May,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Work,2929
May,Monday,Evening,Eating,Work,Restaurant,2008
May,Monday,Evening,Eating,Home,Restaurant,778
May,Monday,Evening,Eating,Pub,Restaurant,106
May,Monday,Evening,Going Back to Home,Pub,Home,265
May,Monday,Evening,Work/Home Commute,Work,Home,7494
May,Monday,Evening,Coming Back From Restaurant,Restaurant,Work,2519
May,Monday,Evening,Coming Back From Restaurant,Restaurant,Home,521
May,Monday,Evening,Coming Back From Restaurant,Restaurant,Pub,58
May,Monday,Evening,Recreation (Social Gathering),Home,Pub,1494
May,Monday,Night,Going Back to Home,Pub,Home,3469
May,Monday,Night,Going Back to Home,Restaurant,Home,107
May,Monday,Night,Eating,Home,Restaurant,1199
May,Monday,Night,Eating,Pub,Restaurant,413
May,Monday,Night,Recreation (Social Gathering),Home,Pub,2502
May,Monday,Night,Coming Back From Restaurant,Restaurant,Pub,430
May,Monday,Night,Coming Back From Restaurant,Restaurant,Home,1374
May,Monday,Night,Coming Back From Restaurant,Restaurant,Work,2
May,Monday,Night,Work/Home Commute,Work,Home,12
May,Tuesday,Morning,Recreation (Social Gathering),Home,Pub,205
May,Tuesday,Morning,Eating,Home,Restaurant,247
May,Tuesday,Morning,Eating,Work,Restaurant,967
May,Tuesday,Morning,Eating,Pub,Restaurant,14
May,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Home,243
May,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Work,469
May,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Pub,14
May,Tuesday,Morning,Going Back to Home,Pub,Home,447
May,Tuesday,Morning,Going Back to Home,Restaurant,Home,28
May,Tuesday,Morning,Work/Home Commute,Home,Work,7515
May,Tuesday,Afternoon,Eating,Work,Restaurant,3006
May,Tuesday,Afternoon,Eating,Pub,Restaurant,10
May,Tuesday,Afternoon,Eating,Home,Restaurant,33
May,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,11
May,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,2990
May,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,22
May,Tuesday,Afternoon,Going Back to Home,Pub,Home,67
May,Tuesday,Afternoon,Recreation (Social Gathering),Home,Pub,73
May,Tuesday,Evening,Eating,Work,Restaurant,1990
May,Tuesday,Evening,Eating,Home,Restaurant,796
May,Tuesday,Evening,Eating,Pub,Restaurant,108
May,Tuesday,Evening,Going Back to Home,Pub,Home,226
May,Tuesday,Evening,Work/Home Commute,Work,Home,7483
May,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Work,2499
May,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Pub,66
May,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Home,541
May,Tuesday,Evening,Recreation (Social Gathering),Home,Pub,1199
May,Tuesday,Night,Going Back to Home,Pub,Home,2813
May,Tuesday,Night,Going Back to Home,Restaurant,Home,108
May,Tuesday,Night,Eating,Home,Restaurant,1249
May,Tuesday,Night,Eating,Pub,Restaurant,297
May,Tuesday,Night,Coming Back From Restaurant,Restaurant,Work,5
May,Tuesday,Night,Coming Back From Restaurant,Restaurant,Pub,313
May,Tuesday,Night,Coming Back From Restaurant,Restaurant,Home,1414
May,Tuesday,Night,Recreation (Social Gathering),Home,Pub,2062
May,Tuesday,Night,Work/Home Commute,Work,Home,27
May,Wednesday,Morning,Recreation (Social Gathering),Home,Pub,178
May,Wednesday,Morning,Eating,Home,Restaurant,201
May,Wednesday,Morning,Eating,Work,Restaurant,798
May,Wednesday,Morning,Eating,Pub,Restaurant,15
May,Wednesday,Morning,Going Back to Home,Pub,Home,347
May,Wednesday,Morning,Going Back to Home,Restaurant,Home,18
May,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Home,195
May,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Work,372
May,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Pub,8
May,Wednesday,Morning,Work/Home Commute,Home,Work,6664
May,Wednesday,Afternoon,Eating,Work,Restaurant,2681
May,Wednesday,Afternoon,Eating,Home,Restaurant,41
May,Wednesday,Afternoon,Eating,Pub,Restaurant,4
May,Wednesday,Afternoon,Going Back to Home,Pub,Home,70
May,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,8
May,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,34
May,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,2628
May,Wednesday,Afternoon,Recreation (Social Gathering),Home,Pub,53
May,Wednesday,Evening,Eating,Work,Restaurant,1790
May,Wednesday,Evening,Eating,Home,Restaurant,687
May,Wednesday,Evening,Eating,Pub,Restaurant,96
May,Wednesday,Evening,Going Back to Home,Pub,Home,171
May,Wednesday,Evening,Work/Home Commute,Work,Home,6127
May,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Work,2267
May,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Home,410
May,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Pub,56
May,Wednesday,Evening,Recreation (Social Gathering),Home,Pub,1018
May,Wednesday,Night,Going Back to Home,Pub,Home,2330
May,Wednesday,Night,Going Back to Home,Restaurant,Home,73
May,Wednesday,Night,Eating,Home,Restaurant,1091
May,Wednesday,Night,Eating,Pub,Restaurant,254
May,Wednesday,Night,Coming Back From Restaurant,Restaurant,Pub,272
May,Wednesday,Night,Coming Back From Restaurant,Restaurant,Home,1098
May,Wednesday,Night,Coming Back From Restaurant,Restaurant,Work,2
May,Wednesday,Night,Recreation (Social Gathering),Home,Pub,1742
May,Wednesday,Night,Work/Home Commute,Work,Home,20
May,Thursday,Morning,Eating,Home,Restaurant,147
May,Thursday,Morning,Eating,Work,Restaurant,722
May,Thursday,Morning,Eating,Pub,Restaurant,25
May,Thursday,Morning,Recreation (Social Gathering),Home,Pub,227
May,Thursday,Morning,Going Back to Home,Pub,Home,332
May,Thursday,Morning,Going Back to Home,Restaurant,Home,15
May,Thursday,Morning,Work/Home Commute,Home,Work,5894
May,Thursday,Morning,Coming Back From Restaurant,Restaurant,Home,148
May,Thursday,Morning,Coming Back From Restaurant,Restaurant,Pub,18
May,Thursday,Morning,Coming Back From Restaurant,Restaurant,Work,346
May,Thursday,Afternoon,Going Back to Home,Pub,Home,72
May,Thursday,Afternoon,Eating,Work,Restaurant,2333
May,Thursday,Afternoon,Eating,Home,Restaurant,38
May,Thursday,Afternoon,Eating,Pub,Restaurant,13
May,Thursday,Afternoon,Recreation (Social Gathering),Home,Pub,68
May,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,17
May,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Work,2297
May,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Home,29
May,Thursday,Evening,Eating,Work,Restaurant,1584
May,Thursday,Evening,Eating,Home,Restaurant,565
May,Thursday,Evening,Eating,Pub,Restaurant,72
May,Thursday,Evening,Coming Back From Restaurant,Restaurant,Pub,36
May,Thursday,Evening,Coming Back From Restaurant,Restaurant,Work,1993
May,Thursday,Evening,Coming Back From Restaurant,Restaurant,Home,387
May,Thursday,Evening,Going Back to Home,Pub,Home,208
May,Thursday,Evening,Work/Home Commute,Work,Home,5876
May,Thursday,Evening,Recreation (Social Gathering),Home,Pub,1118
May,Thursday,Night,Going Back to Home,Pub,Home,2577
May,Thursday,Night,Going Back to Home,Restaurant,Home,88
May,Thursday,Night,Coming Back From Restaurant,Restaurant,Home,1062
May,Thursday,Night,Coming Back From Restaurant,Restaurant,Work,3
May,Thursday,Night,Coming Back From Restaurant,Restaurant,Pub,328
May,Thursday,Night,Eating,Pub,Restaurant,310
May,Thursday,Night,Eating,Home,Restaurant,956
May,Thursday,Night,Recreation (Social Gathering),Home,Pub,1838
May,Thursday,Night,Work/Home Commute,Work,Home,18
May,Friday,Morning,Eating,Pub,Restaurant,15
May,Friday,Morning,Eating,Home,Restaurant,126
May,Friday,Morning,Eating,Work,Restaurant,708
May,Friday,Morning,Recreation (Social Gathering),Home,Pub,152
May,Friday,Morning,Coming Back From Restaurant,Restaurant,Pub,7
May,Friday,Morning,Coming Back From Restaurant,Restaurant,Home,129
May,Friday,Morning,Coming Back From Restaurant,Restaurant,Work,334
May,Friday,Morning,Going Back to Home,Pub,Home,315
May,Friday,Morning,Going Back to Home,Restaurant,Home,16
May,Friday,Morning,Work/Home Commute,Home,Work,5915
May,Friday,Afternoon,Eating,Work,Restaurant,2326
May,Friday,Afternoon,Eating,Home,Restaurant,54
May,Friday,Afternoon,Eating,Pub,Restaurant,10
May,Friday,Afternoon,Going Back to Home,Pub,Home,56
May,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,9
May,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Work,2266
May,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Home,45
May,Friday,Afternoon,Recreation (Social Gathering),Home,Pub,47
May,Friday,Evening,Eating,Work,Restaurant,1611
May,Friday,Evening,Eating,Home,Restaurant,543
May,Friday,Evening,Eating,Pub,Restaurant,92
May,Friday,Evening,Work/Home Commute,Work,Home,5899
May,Friday,Evening,Going Back to Home,Pub,Home,195
May,Friday,Evening,Coming Back From Restaurant,Restaurant,Work,2043
May,Friday,Evening,Coming Back From Restaurant,Restaurant,Home,376
May,Friday,Evening,Coming Back From Restaurant,Restaurant,Pub,39
May,Friday,Evening,Recreation (Social Gathering),Home,Pub,1308
May,Friday,Night,Recreation (Social Gathering),Home,Pub,2205
May,Friday,Night,Going Back to Home,Pub,Home,3052
May,Friday,Night,Going Back to Home,Restaurant,Home,83
May,Friday,Night,Eating,Pub,Restaurant,321
May,Friday,Night,Eating,Home,Restaurant,887
May,Friday,Night,Coming Back From Restaurant,Restaurant,Pub,351
May,Friday,Night,Coming Back From Restaurant,Restaurant,Home,989
